"judul","alamat","kamar","rumah","lahan","harga","lat","lng"
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.06988554341623,110.450165742912
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24633293327495,110.432112368834
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06457409355565,110.325142949112
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.08111142534651,110.41323445687
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03767466819945,110.457674917085
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03607701095153,110.457329036369
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03664090303385,110.458627538138
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03658977999964,110.458728252136
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04037799575804,110.338185940032
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00833653709414,110.495011471864
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01411009950796,110.483805563659
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05394125050569,110.315946316516
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07844537454769,110.421718109604
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03039814374548,110.455888756425
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02790052448725,110.424910156279
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99692789797179,110.428456915082
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.9810280130946,110.42020496987
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99855643468326,110.468618836427
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96798541166784,110.41280813763
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63662443259935,111.548964006462
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98701886926984,110.344408014693
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.0637287409218,110.324776492005
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06548534598629,110.325757046752
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00831719886763,110.412326515311
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02102515259193,110.464775758052
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06478255887012,110.325496319203
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07741158268128,110.421190532308
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99711585407872,110.333993250544
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06419365793848,110.325161175967
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07117190061726,110.448830179513
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07083214301754,110.448417426846
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24536367244452,110.431827282938
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06515148759828,110.324524673385
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.08042873146273,110.412629055755
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03650249087864,110.457950697472
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03704081790482,110.457866537943
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.0367868763223,110.457589276229
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03696082023957,110.45782922547
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04104587112339,110.338912678877
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00883363150787,110.494562507061
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01566869359231,110.483394845044
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05238963253127,110.317713803736
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07851522392519,110.420499532784
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03219211831641,110.45653787165
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02944285198487,110.4257770416
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99809241619353,110.430171215398
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.97984144392497,110.42043336008
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99905982211906,110.468507442578
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96724112696864,110.412955492083
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63740203352803,111.547180759454
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98807649843182,110.343090793149
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06365229944102,110.324727154792
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06364789088731,110.324946411664
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00823947368022,110.412615176316
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02078107048798,110.465097614901
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06507443020082,110.324839332359
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07694950444523,110.420551761097
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99707140205363,110.333276878203
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06353066217209,110.325990840255
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07121286254081,110.450346501506
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07074103289654,110.449575169562
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24658646022707,110.432546334196
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06433957150773,110.325769825065
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07988331317697,110.413292918
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03587886994478,110.457461055111
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03748306486622,110.457566474456
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03623820656172,110.457914166083
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03663229588007,110.457243886632
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03932878578287,110.337866265365
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00801241606968,110.495363817289
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01455162955448,110.484375419495
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05383569670824,110.317424081098
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07753931449605,110.421503015501
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03191182709717,110.456271500181
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02766174489632,110.42561704398
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99730329599344,110.429736821166
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.97983726814602,110.42001517273
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99808728550816,110.468891688116
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96729579661937,110.413207240808
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63627390179242,111.548921864896
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98778127268024,110.343731834517
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06451085667088,110.324896666845
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06482105549573,110.325994431458
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00866530121183,110.412815423276
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02042495970935,110.465818780308
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06506576052875,110.324758547819
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07823467221383,110.421438796649
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99588291507475,110.333509688473
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.0643747601808,110.325275707476
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.06969069472126,110.449763780011
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07116823329635,110.449373671748
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24574240214836,110.432438671028
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06367725573023,110.325263069359
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07945412519276,110.412790332457
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03606212218159,110.458070839325
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.036313638873,110.458818542565
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03753685785976,110.457198610537
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03762843018171,110.457979513336
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04106341173891,110.339531793741
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00803186481754,110.494752655064
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01444522606628,110.484490245901
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05217919776432,110.316719359358
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07794706743974,110.421699345385
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03072197778754,110.456395897841
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02856324979244,110.425837398563
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99756999380534,110.43008624111
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98003204823172,110.420400489634
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99835408076946,110.467184287174
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96643484077334,110.41328656078
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63760586018087,111.548961067194
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98841446639478,110.343645548787
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06532095965984,110.324715337522
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06547841081265,110.324972491516
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.0069951733944,110.412538640138
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02064758455096,110.46476552545
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06535245620282,110.324315576561
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07862651381914,110.421060910514
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99685221581701,110.332512815152
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06445064395908,110.324321431846
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.0701626514721,110.450346013717
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07114166043278,110.449928420753
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24662312121589,110.432606604854
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06440347307184,110.324378151656
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.0806189628642,110.413718613754
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.0369903189508,110.458571941908
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.0376343113911,110.457687267802
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03602796278342,110.457854563164
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03640602100414,110.457111845477
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04037693907386,110.338784453226
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00755137114628,110.494380349809
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01542301117768,110.484898316858
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.0526605031321,110.316598659437
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07804986271374,110.422052869475
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03099915291647,110.456800819531
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02867455087416,110.424769925389
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99750455953154,110.429785557797
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98098734808554,110.419983102573
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99824339104419,110.46767957517
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96698015709233,110.414127095296
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63818000802882,111.547854539868
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98805461054875,110.344255210583
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.0646263014554,110.325146635343
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.0647011960946,110.325606743778
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00771045566415,110.412446128329
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02051329737524,110.466512017358
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06397665068749,110.326151742161
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07869915618367,110.422312200058
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99696496404828,110.332467402085
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06488842358542,110.325138890382
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07101592288709,110.449648078157
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.06991342417335,110.448685709919
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24654701728227,110.432282749664
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06355285352477,110.326143001906
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07949040196817,110.41258080978
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03670335253567,110.458359400664
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03607207149227,110.457403635174
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03785251091381,110.457543764243
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03630208582763,110.458205324288
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03948439704459,110.33799830645
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00867444488015,110.495427671014
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01506835799338,110.484540549569
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05263869743312,110.317526185891
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07786909507839,110.42057768342
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03059095891657,110.455976425989
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02869782892754,110.424719417092
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99779382970856,110.430041926143
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98024208850766,110.419337461778
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99914948054099,110.467304882416
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96634611029841,110.414220126808
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63795157331107,111.547085425595
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98766561171759,110.344792468318
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06500214314749,110.324327653118
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06536078765857,110.325294426302
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.0072747027494,110.413130428673
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02102695283521,110.465308074955
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06484201226951,110.325515536444
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07701067276245,110.421520471929
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.9960199456064,110.332896232641
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06361514854114,110.326161160668
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.06982861842385,110.449579373974
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07060416168531,110.44905652198
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24539303801015,110.433107318627
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06385330589031,110.324461015153
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07937235591076,110.414170305241
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03760996240244,110.457643328832
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03778236584651,110.45736210409
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.0358947322644,110.457270402106
